repo_name,is_opt_final,is_opt_arch_keyword,is_opt_arch_llm,is_opt_arch_final
Aegisub,0,0,0,0
AegisubDC,7,0,0,0
Aes256,文件不存在,文件不存在,文件不存在,文件不存在
Aether,0,0,0,0
AgIsoStack-plus-plus,0,0,0,0
AgensGraph-Extension,文件不存在,文件不存在,文件不存在,文件不存在
AheadLib-x86-x64,文件不存在,文件不存在,文件不存在,文件不存在
AheadLibEx,文件不存在,文件不存在,文件不存在,文件不存在
Ai2Canvas,文件不存在,文件不存在,文件不存在,文件不存在
AiInfer,文件不存在,文件不存在,文件不存在,文件不存在
AiLight,文件不存在,文件不存在,文件不存在,文件不存在
AiSound,文件不存在,文件不存在,文件不存在,文件不存在
Ai_Tips_ESP8266,文件不存在,文件不存在,文件不存在,文件不存在
AimRT,0,0,0,0
AimTux,1,0,0,0
AirAPI_Windows,文件不存在,文件不存在,文件不存在,文件不存在
AirConnect,文件不存在,文件不存在,文件不存在,文件不存在
AirPodsDesktop,0,0,0,0
AirQuality_Monitor,文件不存在,文件不存在,文件不存在,文件不存在
AirSLAM,0,0,0,0
AirSane,0,0,0,0
AirSense,文件不存在,文件不存在,文件不存在,文件不存在
AirSim,1,0,0,0
AirplayServer,文件不存在,文件不存在,文件不存在,文件不存在
AirportBrcmFixup,0,0,0,0
AiyaEffectsAndroid,文件不存在,文件不存在,文件不存在,文件不存在
AiyaEffectsIOS,0,0,0,0
Akebi-GC,文件不存在,文件不存在,文件不存在,文件不存在
Akebi-GC-Backup,0,0,0,0
Akumuli,2,1,1,0
Alaris,文件不存在,文件不存在,文件不存在,文件不存在
Albany,5,0,0,0
Alcatraz,文件不存在,文件不存在,文件不存在,文件不存在
Aleph,1,0,0,0
AlexNet,0,0,0,0
Alexandria,5,2,2,2
Alexbot,文件不存在,文件不存在,文件不存在,文件不存在
Algo-Tree,1,0,0,0
AlgoLib,文件不存在,文件不存在,文件不存在,文件不存在
AlgoPlus,0,0,0,0
AlgoSolution,0,0,0,0
Algo_Ds,文件不存在,文件不存在,文件不存在,文件不存在
Algo_Ds_Notes,0,0,0,0
Algorithm,1,0,0,0
Algorithm-DataStructures,1,0,0,0
Algorithm-Implementation,0,0,0,0
AlgorithmCollection,文件不存在,文件不存在,文件不存在,文件不存在
Algorithm_Study,文件不存在,文件不存在,文件不存在,文件不存在
Algorithmic-Toolbox-San-Diego,0,0,0,0
Algorithmic_Template,文件不存在,文件不存在,文件不存在,文件不存在
Algorithms,文件不存在,文件不存在,文件不存在,文件不存在
Algorithms-And-Data-Structures,文件不存在,文件不存在,文件不存在,文件不存在
Algorithms-Notebook,文件不存在,文件不存在,文件不存在,文件不存在
AlgorithmsAndDataStructure,0,0,0,0
AliOS-Things,0,0,0,0
AliOS-Things-Linux-Edition,文件不存在,文件不存在,文件不存在,文件不存在
AliPhysics,20,5,5,0
AliSQL,文件不存在,文件不存在,文件不存在,文件不存在
AliceO2,28,4,4,1
AliceVision,7,2,2,0
AlizaMS,0,0,0,0
AlkaidMount,文件不存在,文件不存在,文件不存在,文件不存在
All-Of-Competitive-Programming,文件不存在,文件不存在,文件不存在,文件不存在
Allocator,0,0,0,0
AlpacaChat,0,0,0,0
AlphaMatting,文件不存在,文件不存在,文件不存在,文件不存在
AlphaPlot,0,0,0,0
AlphaRTC,17,7,7,1
AlphaRing,0,0,0,0
AltBacktick,文件不存在,文件不存在,文件不存在,文件不存在
AltCraft,1,0,0,0
AltDeploy,文件不存在,文件不存在,文件不存在,文件不存在
AltServer-Linux,文件不存在,文件不存在,文件不存在,文件不存在
AltServer-Windows,0,0,0,0
AltSnap,0,0,0,0
AltSoftSerial,0,0,0,0
Altair8800,0,0,0,0
AlterGround-LeGO-LOAM,文件不存在,文件不存在,文件不存在,文件不存在
AlternativeShellcodeExec,文件不存在,文件不存在,文件不存在,文件不存在
AlvaAR,文件不存在,文件不存在,文件不存在,文件不存在
AlwaysShadow,文件不存在,文件不存在,文件不存在,文件不存在
AmalgamEngine,0,0,0,0
Aman-Barnwal-Leetcode-Solutions,文件不存在,文件不存在,文件不存在,文件不存在
Amatsukaze,文件不存在,文件不存在,文件不存在,文件不存在
AmazingQuant,文件不存在,文件不存在,文件不存在,文件不存在
Amazon-Previous-OA-questions,文件不存在,文件不存在,文件不存在,文件不存在
Amazon-SDE-Preparation,文件不存在,文件不存在,文件不存在,文件不存在
AmboVent,文件不存在,文件不存在,文件不存在,文件不存在
Amethyst,0,0,0,0
Ami-Sampler-VST,文件不存在,文件不存在,文件不存在,文件不存在
Amiga-Digital-Video,文件不存在,文件不存在,文件不存在,文件不存在
Amiigo,文件不存在,文件不存在,文件不存在,文件不存在
AmnesiaAMachineForPigs,文件不存在,文件不存在,文件不存在,文件不存在
AmnesiaTheDarkDescent,文件不存在,文件不存在,文件不存在,文件不存在
AmongUs-Mumble,文件不存在,文件不存在,文件不存在,文件不存在
AmongUsMenu,文件不存在,文件不存在,文件不存在,文件不存在
AmpliPi,1,0,0,0
Amplituda,文件不存在,文件不存在,文件不存在,文件不存在
Amsi-Killer,文件不存在,文件不存在,文件不存在,文件不存在
AmziProlog,文件不存在,文件不存在,文件不存在,文件不存在
Anakin,文件不存在,文件不存在,文件不存在,文件不存在
Analog-GPS-data-receiver,文件不存在,文件不存在,文件不存在,文件不存在
AnalogTapeModel,0,0,0,0
AnalysisAVP,文件不存在,文件不存在,文件不存在,文件不存在
AnchorWave,2,0,0,0
And64InlineHook,文件不存在,文件不存在,文件不存在,文件不存在
AndFix,文件不存在,文件不存在,文件不存在,文件不存在
AndKittyInjector,0,0,0,0
AndUE4Dumper,文件不存在,文件不存在,文件不存在,文件不存在
AndroLua_pro,文件不存在,文件不存在,文件不存在,文件不存在
Android-App,文件不存在,文件不存在,文件不存在,文件不存在
Android-Audio-Processing-Using-WebRTC,文件不存在,文件不存在,文件不存在,文件不存在
Android-Blob-Utility,0,0,0,0
Android-Enhancer,0,0,0,0
Android-FaceDetection-UltraNet-MNN,文件不存在,文件不存在,文件不存在,文件不存在
Android-ImageMagick7,0,0,0,0
Android-Inline-Hook,文件不存在,文件不存在,文件不存在,文件不存在
Android-Library-Remap-Hide,文件不存在,文件不存在,文件不存在,文件不存在
Android-Lua,文件不存在,文件不存在,文件不存在,文件不存在
Android-Native-Import-Hide,文件不存在,文件不存在,文件不存在,文件不存在
Android-Ptrace-Injector,文件不存在,文件不存在,文件不存在,文件不存在
Android-RATList,文件不存在,文件不存在,文件不存在,文件不存在
Android-Rootkit,文件不存在,文件不存在,文件不存在,文件不存在
Android-TiffBitmapFactory,0,0,0,0
Android-UVC-Camera,文件不存在,文件不存在,文件不存在,文件不存在
Android-VideoStreamDecodingSample,文件不存在,文件不存在,文件不存在,文件不存在
Android-reverse,文件不存在,文件不存在,文件不存在,文件不存在
AndroidDecompiler,文件不存在,文件不存在,文件不存在,文件不存在
AndroidDevWithCpp,文件不存在,文件不存在,文件不存在,文件不存在
AndroidFaceDetection,文件不存在,文件不存在,文件不存在,文件不存在
AndroidFamilyDemo,文件不存在,文件不存在,文件不存在,文件不存在
AndroidFrameworkTutorial,文件不存在,文件不存在,文件不存在,文件不存在
AndroidFridaBeginnersBook,文件不存在,文件不存在,文件不存在,文件不存在
AndroidJniBitmapOperations,0,0,0,0
AndroidKTX,文件不存在,文件不存在,文件不存在,文件不存在
AndroidKeepAlive,文件不存在,文件不存在,文件不存在,文件不存在
AndroidMP3Recorder,文件不存在,文件不存在,文件不存在,文件不存在
AndroidMediaCodec,文件不存在,文件不存在,文件不存在,文件不存在
AndroidNative,文件不存在,文件不存在,文件不存在,文件不存在
AndroidNativeGuard,文件不存在,文件不存在,文件不存在,文件不存在
AndroidP7zip,文件不存在,文件不存在,文件不存在,文件不存在
AndroidPtraceInject,文件不存在,文件不存在,文件不存在,文件不存在
AndroidReverseStudy,文件不存在,文件不存在,文件不存在,文件不存在
AndroidScannerDemo,文件不存在,文件不存在,文件不存在,文件不存在
AndroidStressTest,文件不存在,文件不存在,文件不存在,文件不存在
AndroidSurfaceImgui,文件不存在,文件不存在,文件不存在,文件不存在
AndroidUSBCamera,文件不存在,文件不存在,文件不存在,文件不存在
AndroidUn7zip,文件不存在,文件不存在,文件不存在,文件不存在
AndroidUsbCamera,0,0,0,0
Android_Kernel_CVE_POCs,文件不存在,文件不存在,文件不存在,文件不存在
Android_Native_Surface,文件不存在,文件不存在,文件不存在,文件不存在
Android_Security,文件不存在,文件不存在,文件不存在,文件不存在
Androider-Planet,文件不存在,文件不存在,文件不存在,文件不存在
Andromeda,文件不存在,文件不存在,文件不存在,文件不存在
Anemone3DS,0,0,0,0
AngelScript-JIT-Compiler,1,0,0,0
Angora,0,0,0,0
AngryGL,文件不存在,文件不存在,文件不存在,文件不存在
AngryWindows,文件不存在,文件不存在,文件不存在,文件不存在
Anim,文件不存在,文件不存在,文件不存在,文件不存在
AnimatedGIF,0,0,0,0
Animation-Magic,文件不存在,文件不存在,文件不存在,文件不存在
AnimationMaker,文件不存在,文件不存在,文件不存在,文件不存在
Animator-Pro,0,0,0,0
AnimatorGo,文件不存在,文件不存在,文件不存在,文件不存在
Anime4KCPP,1,0,0,0
AnimeEffects,文件不存在,文件不存在,文件不存在,文件不存在
Anjay,文件不存在,文件不存在,文件不存在,文件不存在
AnnePro2-Shine,0,0,0,0
AnnotatedCode,文件不存在,文件不存在,文件不存在,文件不存在
AnotherMaker,文件不存在,文件不存在,文件不存在,文件不存在
AntRunner,文件不存在,文件不存在,文件不存在,文件不存在
AntSimulator,文件不存在,文件不存在,文件不存在,文件不存在
AntTracker,文件不存在,文件不存在,文件不存在,文件不存在
Antario,文件不存在,文件不存在,文件不存在,文件不存在
Anti-Debugging,文件不存在,文件不存在,文件不存在,文件不存在
AntiCheat-Testing-Framework,文件不存在,文件不存在,文件不存在,文件不存在
AntiDBG,文件不存在,文件不存在,文件不存在,文件不存在
AntiDebugandMemoryDump,文件不存在,文件不存在,文件不存在,文件不存在
AntiMSHookFunction,文件不存在,文件不存在,文件不存在,文件不存在
AntiOllvm,文件不存在,文件不存在,文件不存在,文件不存在
AntiVirtualApp,文件不存在,文件不存在,文件不存在,文件不存在
Antimalware-Research,文件不存在,文件不存在,文件不存在,文件不存在
AntzOS,文件不存在,文件不存在,文件不存在,文件不存在
Anubis,文件不存在,文件不存在,文件不存在,文件不存在
Anvil,文件不存在,文件不存在,文件不存在,文件不存在
AnyAny,文件不存在,文件不存在,文件不存在,文件不存在
AnyBlob,0,0,0,0
AnyFeature-VSLAM,文件不存在,文件不存在,文件不存在,文件不存在
AnyQ,文件不存在,文件不存在,文件不存在,文件不存在
Anya,文件不存在,文件不存在,文件不存在,文件不存在
AoE,文件不存在,文件不存在,文件不存在,文件不存在
Apache-HTTP-Server-Module-Backdoor,0,0,0,0
ApacheBench-ab,文件不存在,文件不存在,文件不存在,文件不存在
Apex-Legends-SDK,文件不存在,文件不存在,文件不存在,文件不存在
ApexDMA,文件不存在,文件不存在,文件不存在,文件不存在
ApexLdr,文件不存在,文件不存在,文件不存在,文件不存在
ApexLegends_DllHijacking_Exploit,文件不存在,文件不存在,文件不存在,文件不存在
ApiBreakpoint,文件不存在,文件不存在,文件不存在,文件不存在
ApiSet,文件不存在,文件不存在,文件不存在,文件不存在
ApkDiffPatch,文件不存在,文件不存在,文件不存在,文件不存在
ApkSignatureKillerEx,文件不存在,文件不存在,文件不存在,文件不存在
Apollo,0,0,0,0
App-Installer,文件不存在,文件不存在,文件不存在,文件不存在
App-LabRecorder,0,0,0,0
AppImageKit,0,0,0,0
AppImageLauncher,0,0,0,0
AppImageUpdate,3,0,0,0
AppInitHook,0,0,0,0
AppJailLauncher,文件不存在,文件不存在,文件不存在,文件不存在
AppShift-MemoryPool,0,0,0,0
AppSync,文件不存在,文件不存在,文件不存在,文件不存在
AppearanceEraser,文件不存在,文件不存在,文件不存在,文件不存在
AppleALC,0,0,0,0
AppleIGC,文件不存在,文件不存在,文件不存在,文件不存在
AppleII-VGA,1,0,0,0
AppleIntelWifiAdapter,文件不存在,文件不存在,文件不存在,文件不存在
AppleNumericalComputing,文件不存在,文件不存在,文件不存在,文件不存在
AppleSiliconForNeuroimaging,文件不存在,文件不存在,文件不存在,文件不存在
AppleTrace,文件不存在,文件不存在,文件不存在,文件不存在
AppleWin,1,0,0,0
ApprovalTests.cpp,1,0,0,0
ApproxMVBB,0,0,0,0
Approximate,0,0,0,0
April-Tag-VR-FullBody-Tracker,1,0,0,0
AprilSAM,文件不存在,文件不存在,文件不存在,文件不存在
AprilTag,文件不存在,文件不存在,文件不存在,文件不存在
AprilTools,文件不存在,文件不存在,文件不存在,文件不存在
ApsaraCache,1,0,0,0
AqaraHub,0,0,0,0
AqualinkD,0,0,0,0
Aquaria,0,0,0,0
Aquila,文件不存在,文件不存在,文件不存在,文件不存在
ArabicCompetitiveProgramming,文件不存在,文件不存在,文件不存在,文件不存在
Arachne,1,1,1,0
ArbitraryDirectoryDeletion,文件不存在,文件不存在,文件不存在,文件不存在
ArborX,6,0,0,0
ArcGameEngine,0,0,0,0
ArcHeap,文件不存在,文件不存在,文件不存在,文件不存在
ArcWelderLib,0,0,0,0
ArcWelderPlugin,文件不存在,文件不存在,文件不存在,文件不存在
